athlete_name,short_name,athlete_gender,athlete_birth_date,athlete_birth_place,athlete_birth_country,country,country_code,discipline,discipline_code,residence_place,residence_country,height_m/ft,url
GRANADOS ORTEGA Alvaro,GRANADOS ORTEGA A,Male,00:00.0,TERRASSA,Spain,Spain,ESP,Water Polo,WPO,BARCELONA,Spain,1.92/6'3'',../../../en/results/water-polo/athlete-profile-n1325916-granados-ortega-alvaro.htm
GRANATTO Maria Jose,GRANATTO MJ,Female,00:00.0,BUENOS AIRES,Argentina,Argentina,ARG,Hockey,HOC,LA PLATA,Argentina,,../../../en/results/hockey/athlete-profile-n1361693-granatto-maria-jose.htm
GRANATTO Maria Victoria,GRANATTO MV,Female,00:00.0,BUENOS AIRES,Argentina,Argentina,ARG,Hockey,HOC,LA PLATA,Argentina,,../../../en/results/hockey/athlete-profile-n1361785-granatto-maria-victoria.htm
GRAND PIERRE Emilie Faith,GRAND PIERRE EF,Female,00:00.0,"ATLANTA, GA",United States of America,Haiti,HAI,Swimming,SWM,UNITED STATES OF AMERICA,,,../../../en/results/swimming/athlete-profile-n1378531-grand-pierre-emilie-faith.htm
GRANDA Andy,GRANDA A,Male,00:00.0,MATANZAS,Cuba,Cuba,CUB,Judo,JUD,MATANZAS,Cuba,,../../../en/results/judo/athlete-profile-n1314865-granda-andy.htm
GRANDA ROQUE Angel,GRANDA ROQUE A,Male,00:00.0,LAS PALMAS DE GRAN CANARIA,Spain,Spain,ESP,Sailing,SAL,CADIZ,Spain,1.71/5'7'',../../../en/results/sailing/athlete-profile-n1352446-granda-roque-angel.htm
GRANDE RISCO Alexandra Vanessa,GRANDE RISCO AV,Female,00:00.0,LIMA,Peru,Peru,PER,Karate,KTE,,,,../../../en/results/karate/athlete-profile-n1308211-grande-risco-alexandra-vanessa.htm
GRANGEON de VILLELE Lara,GRANGEON de VILLE.,Female,00:00.0,NOUMEA,France,France,FRA,Marathon Swimming,OWS,MONTPELLIER,France,,../../../en/results/marathon-swimming/athlete-profile-n1312271-grangeon-de-villele-lara.htm
GRANITZKI Hanna Carina,GRANITZKI HC,Female,00:00.0,,,Germany,GER,Hockey,HOC,HAMBURG,Germany,1.74/5'8'',../../../en/results/hockey/athlete-profile-n1319522-granitzki-hanna-carina.htm
GRANT Charlotte,GRANT C,Female,00:00.0,,,Australia,AUS,Football,FBL,,,1.65/5'4'',../../../en/results/football/athlete-profile-n1482669-grant-charlotte.htm
GRANT Imogen,GRANT I,Female,00:00.0,CAMBRIDGE,Great Britain,Great Britain,GBR,Rowing,ROW,CAMBRIDGE,Great Britain,1.68/5'6'',../../../en/results/rowing/athlete-profile-n1444689-grant-imogen.htm
GRANT Jerami,GRANT J,Male,00:00.0,"PORTLAND, OR",United States of America,United States of America,USA,Basketball,BKB,,,1.98/6'5'',../../../en/results/basketball/athlete-profile-n1451325-grant-jerami.htm
GRANZ Caterina,GRANZ C,Female,00:00.0,BERLIN,Germany,Germany,GER,Athletics,ATH,BERLIN,Germany,,../../../en/results/athletics/athlete-profile-n1347281-granz-caterina.htm
GRASSI Santiago,GRASSI S,Male,00:00.0,SANTA FE,Argentina,Argentina,ARG,Swimming,SWM,"AUBURN, AL",United States of America,,../../../en/results/swimming/athlete-profile-n1332472-grassi-santiago.htm
GRASSINEAU Camille,GRASSINEAU C,Female,00:00.0,BERGERAC,France,France,FRA,Rugby Sevens,RUG,,,1.65/5'4'',../../../en/results/rugby-sevens/athlete-profile-n1400601-grassineau-camille.htm
GRAU POTRILLE Jorge,GRAU POTRILLE J,Male,00:00.0,GUANTANAMO,Cuba,Cuba,CUB,Shooting,SHO,,,,../../../en/results/shooting/athlete-profile-n1308225-grau-potrille-jorge.htm
GRAUDINA Tina,GRAUDINA T,Female,00:00.0,RIGA,Latvia,Latvia,LAT,Beach Volleyball,VBV,,,1.84/6'0'',../../../en/results/beach-volleyball/athlete-profile-n1467260-graudina-tina.htm
GRAUER Stephanie,GRAUER S,Female,00:00.0,"VANCOUVER, BC",Canada,Canada,CAN,Rowing,ROW,"VANCOUVER, BC",Canada,1.82/5'11'',../../../en/results/rowing/athlete-profile-n1433262-grauer-stephanie.htm
GRAY Adeline Maria,GRAY AM,Female,00:00.0,"DENVER, CO",United States of America,United States of America,USA,Wrestling,WRE,"LITTLETON, CO",United States of America,,../../../en/results/wrestling/athlete-profile-n1347803-gray-adeline-maria.htm
GRAY Allisha,GRAY A,Female,00:00.0,"GREENWOOD, SC",United States of America,United States of America,USA,3x3 Basketball,BK3,,,1.82/5'11'',../../../en/results/3x3-basketball/athlete-profile-n1312756-gray-allisha.htm
GRAY Chelsea,GRAY C,Female,00:00.0,"HAYWARD, CA",United States of America,United States of America,USA,Basketball,BKB,"LITTLE ELM, TX",United States of America,1.80/5'10'',../../../en/results/basketball/athlete-profile-n1312766-gray-chelsea.htm
GRBIC Itana,GRBIC I,Female,00:00.0,PODGORICA,Montenegro,Montenegro,MNE,Handball,HBL,PODGORICA,Montenegro,1.69/5'6'',../../../en/results/handball/athlete-profile-n1305300-grbic-itana.htm
GREAUX Kyle,GREAUX K,Male,00:00.0,SANGRE GRANDE,Trinidad and Tobago,Trinidad and Tobago,TTO,Athletics,ATH,,,,../../../en/results/athletics/athlete-profile-n1469311-greaux-kyle.htm
GREBENNIKOV Jenia,GREBENNIKOV J,Male,00:00.0,RENNES,France,France,FRA,Volleyball,VVO,,,1.88/6'2'',../../../en/results/volleyball/athlete-profile-n1340615-grebennikov-jenia.htm
GREEN Anna,GREEN A,Female,00:00.0,STOCKPORT,Great Britain,New Zealand,NZL,Football,FBL,WELLINGTON,New Zealand,1.68/5'6'',../../../en/results/football/athlete-profile-n1475694-green-anna.htm
GREEN Draymond,GREEN D,Male,00:00.0,"SAGINAW, MI",United States of America,United States of America,USA,Basketball,BKB,,,2.00/6'6'',../../../en/results/basketball/athlete-profile-n1312774-green-draymond.htm
GREEN Gavin,GREEN G,Male,00:00.0,KUALA LUMPUR,Malaysia,Malaysia,MAS,Golf,GLF,KUALA LUMPUR,Malaysia,,../../../en/results/golf/athlete-profile-n1465351-green-gavin.htm
GREEN Hannah,GREEN H,Female,00:00.0,"PERTH, WA",Australia,Australia,AUS,Golf,GLF,"PERTH, WA",Australia,,../../../en/results/golf/athlete-profile-n1483660-green-hannah.htm
GREEN Jake,GREEN J,Male,00:00.0,,South Africa,South Africa,RSA,Rowing,ROW,,,,../../../en/results/rowing/athlete-profile-n1333781-green-jake.htm
GREEN Josh,GREEN J,Male,00:00.0,"SYDNEY, NSW",Australia,Australia,AUS,Basketball,BKB,"DALLAS, TX",United States of America,1.98/6'5'',../../../en/results/basketball/athlete-profile-n1326472-green-josh.htm
GREEN Thomas,GREEN T,Male,00:00.0,,,Australia,AUS,Canoe Sprint,CSP,,,1.92/6'3'',../../../en/results/canoe-sprint/athlete-profile-n1342450-green-thomas.htm
GREENBANK Luke,GREENBANK L,Male,00:00.0,CREWE,Great Britain,Great Britain,GBR,Swimming,SWM,LOUGHBOROUGH,Great Britain,,../../../en/results/swimming/athlete-profile-n1444169-greenbank-luke.htm
GREENE Cejhae,GREENE C,Male,00:00.0,ST. JOHN'S,Antigua and Barbuda,Antigua and Barbuda,ANT,Athletics,ATH,"FORT LAUDERDALE, FL",United States of America,,../../../en/results/athletics/athlete-profile-n1366985-greene-cejhae.htm
GREENE Cillin,GREENE C,Male,00:00.0,,,Ireland,IRL,Athletics,ATH,,,1.88/6'2'',../../../en/results/athletics/athlete-profile-n1281536-greene-cillin.htm
GREENE Darragh,GREENE D,Male,00:00.0,,,Ireland,IRL,Swimming,SWM,LONGFORD,Ireland,,../../../en/results/swimming/athlete-profile-n1358649-greene-darragh.htm
GREENSHIELDS Julia,GREENSHIELDS J,Female,00:00.0,"SARNIA, ON",Canada,Canada,CAN,Rugby Sevens,RUG,"VICTORIA, BC",Canada,1.65/5'4'',../../../en/results/rugby-sevens/athlete-profile-n1469739-greenshields-julia.htm
GREENSLADE Ella,GREENSLADE E,Female,00:00.0,WELLINGTON,New Zealand,New Zealand,NZL,Rowing,ROW,CAMBRIDGE,New Zealand,,../../../en/results/rowing/athlete-profile-n1462925-greenslade-ella.htm
GREGORICH HECHAVARRIA Daniel,GREGORICH HECHAVA.,Male,00:00.0,ARROYO NARANJO,Cuba,Cuba,CUB,Wrestling,WRE,HAVANA,Cuba,,../../../en/results/wrestling/athlete-profile-n1362350-gregorich-hechavarria-daniel.htm
GREGORIO Rossella,GREGORIO R,Female,00:00.0,SALERNO,Italy,Italy,ITA,Fencing,FEN,SALERNO,Italy,,../../../en/results/fencing/athlete-profile-n1312479-gregorio-rossella.htm
GREGSON Genevieve,GREGSON G,Female,00:00.0,"BENOWA, QLD",Australia,Australia,AUS,Athletics,ATH,,,,../../../en/results/athletics/athlete-profile-n1481464-gregson-genevieve.htm
GRENGBO Florian,GRENGBO F,Male,00:00.0,,,France,FRA,Cycling Track,CTR,,,1.74/5'8'',../../../en/results/cycling-track/athlete-profile-n1398948-grengbo-florian.htm
GRESSIER Jimmy,GRESSIER J,Male,00:00.0,BOULOGNE-SUR-MER,France,France,FRA,Athletics,ATH,BOULOGNE-SUR-MER,France,,../../../en/results/athletics/athlete-profile-n1391371-gressier-jimmy.htm
GRETHEN Charles,GRETHEN C,Male,00:00.0,TUNTANGE,Luxembourg,Luxembourg,LUX,Athletics,ATH,,,,../../../en/results/athletics/athlete-profile-n1324374-grethen-charles.htm
GREVE Willem,GREVE W,Male,00:00.0,HAAKSBERGEN,Netherlands,Netherlands,NED,Equestrian,EQU,MARKELO,Netherlands,,../../../en/results/equestrian/athlete-profile-n1466471-greve-willem.htm
Greysia POLII,G POLII,Female,00:00.0,JAKARTA,Indonesia,Indonesia,INA,Badminton,BDM,JAKARTA,Indonesia,,../../../en/results/badminton/athlete-profile-n1364407-greysia-polii.htm
GREZ Javiera,GREZ J,,,,,,CHI,,FBL,,,,../../../en/results/football/athlete-profile-n1332457-grez-javiera.htm
GRIBANOV Denis,GRIBANOV D,Male,00:00.0,GELENDZHIK,Russian Federation,ROC,ROC,Sailing,SAL,GELENDZHIK,Russian Federation,,../../../en/results/sailing/athlete-profile-n1435635-gribanov-denis.htm
GRICE Thomas Derek,GRICE TD,Male,00:00.0,"SYDNEY, NSW",Australia,Australia,AUS,Shooting,SHO,"SYDNEY, NSW",Australia,1.78/5'10'',../../../en/results/shooting/athlete-profile-n1349687-grice-thomas-derek.htm
GRIFFITH Georgia,GRIFFITH G,Female,00:00.0,"CANBERRA, ACT",Australia,Australia,AUS,Athletics,ATH,"MELBOURNE, VIC",Australia,,../../../en/results/athletics/athlete-profile-n1481465-griffith-georgia.htm
GRIFFITHS Christopher,GRIFFITHS C,Male,00:00.0,BIRMINGHAM,Great Britain,Great Britain,GBR,Hockey,HOC,MAIDENHEAD,Great Britain,1.79/5'10'',../../../en/results/hockey/athlete-profile-n1444590-griffiths-christopher.htm
GRIGALASHVILI Tato,GRIGALASHVILI T,Male,00:00.0,,,Georgia,GEO,Judo,JUD,TBILISI,Georgia,,../../../en/results/judo/athlete-profile-n1314141-grigalashvili-tato.htm
GRIGAR Jakub,GRIGAR J,Male,00:00.0,LIPTOVSKY MIKULAS,Slovakia,Slovakia,SVK,Canoe Slalom,CSL,LIPTOVSKY MIKULAS,Slovakia,,../../../en/results/canoe-slalom/athlete-profile-n1387283-grigar-jakub.htm
GRIGORE Ricardo,GRIGORE R,Male,00:00.0,BUCHAREST,Romania,Romania,ROU,Football,FBL,BUCHAREST,Romania,1.91/6'3'',../../../en/results/football/athlete-profile-n1312193-grigore-ricardo.htm
GRIGORJEVA Anastasija,GRIGORJEVA A,Female,00:00.0,DAUGAVPILS,Latvia,Latvia,LAT,Wrestling,WRE,DAUGAVPILS,Latvia,,../../../en/results/wrestling/athlete-profile-n1465959-grigorjeva-anastasija.htm
GRIJALVA Luis,GRIJALVA L,Male,00:00.0,GUATEMALA CITY,Guatemala,Guatemala,GUA,Athletics,ATH,"FLAGSTAFF, AZ",United States of America,,../../../en/results/athletics/athlete-profile-n1864170-grijalva-luis.htm
GRIMALT Esteban,GRIMALT E,Male,00:00.0,SANTIAGO,Chile,Chile,CHI,Beach Volleyball,VBV,SANTIAGO,Chile,1.90/6'2'',../../../en/results/beach-volleyball/athlete-profile-n1303236-grimalt-esteban.htm
GRIMALT Marco,GRIMALT M,Male,00:00.0,QUEILEN,Chile,Chile,CHI,Beach Volleyball,VBV,SANTIAGO,Chile,1.96/6'5'',../../../en/results/beach-volleyball/athlete-profile-n1303233-grimalt-marco.htm
GRIMES Katie,GRIMES K,Female,00:00.0,,,United States of America,USA,Swimming,SWM,,,,../../../en/results/swimming/athlete-profile-n1869712-grimes-katie.htm
GRIMM Vanessa,GRIMM V,Female,00:00.0,,,Germany,GER,Athletics,ATH,FRANKFURT AM MAIN,Germany,,../../../en/results/athletics/athlete-profile-n1347073-grimm-vanessa.htm
GRINDHEIM Andre Klippenberg,GRINDHEIM AK,Male,00:00.0,,,Norway,NOR,Swimming,SWM,HAMAR,Norway,,../../../en/results/swimming/athlete-profile-n1405914-grindheim-andre-klippenberg.htm
GRINER Brittney,GRINER B,Female,00:00.0,"HOUSTON, TX",United States of America,United States of America,USA,Basketball,BKB,,,2.03/6'7'',../../../en/results/basketball/athlete-profile-n1312761-griner-brittney.htm
GRINEV Vladislav,GRINEV V,Male,00:00.0,MOSCOW,Russian Federation,ROC,ROC,Swimming,SWM,MOSCOW,Russian Federation,,../../../en/results/swimming/athlete-profile-n1431494-grinev-vladislav.htm
GRISKENAS Evita,GRISKENAS E,Female,00:00.0,"CHICAGO, IL",United States of America,United States of America,USA,Rhythmic Gymnastics,GRY,UNITED STATES OF AMERICA,,1.73/5'8'',../../../en/results/rhythmic-gymnastics/athlete-profile-n1348656-griskenas-evita.htm
GRISKONIS Mindaugas,GRISKONIS M,Male,00:00.0,VILNIUS,Lithuania,Lithuania,LTU,Rowing,ROW,VILNIUS,Lithuania,,../../../en/results/rowing/athlete-profile-n1343155-griskonis-mindaugas.htm
GROENEN Jackie,GROENEN J,Female,00:00.0,TILBURG,Netherlands,Netherlands,NED,Football,FBL,MANCHESTER,Great Britain,1.65/5'4'',../../../en/results/football/athlete-profile-n1451124-groenen-jackie.htm
GROENEWEGEN Sara,GROENEWEGEN S,Female,00:00.0,"WHITE ROCK, BC",Canada,Canada,CAN,Baseball/Softball,BSB,"WHITE ROCK, BC",Canada,1.74/5'8'',../../../en/results/baseball-softball/athlete-profile-n1426190-groenewegen-sara.htm
GROL Henk,GROL H,Male,00:00.0,VEENDAM,Netherlands,Netherlands,NED,Judo,JUD,HAARLEM,Netherlands,,../../../en/results/judo/athlete-profile-n1457612-grol-henk.htm
GRONDIN Donavan,GRONDIN D,Male,00:00.0,,France,France,FRA,Cycling Track,CTR,RENNES,France,1.83/6'0'',../../../en/results/cycling-track/athlete-profile-n1398927-grondin-donavan.htm
GROOM Angus,GROOM A,Male,00:00.0,GLASGOW,Great Britain,Great Britain,GBR,Rowing,ROW,HENLEY-ON-THAMES,Great Britain,1.95/6'4'',../../../en/results/rowing/athlete-profile-n1444690-groom-angus.htm
GROOT Nycke,GROOT N,Female,00:00.0,,,Netherlands,NED,Handball,HBL,ALKMAAR,Netherlands,1.75/5'8'',../../../en/results/handball/athlete-profile-n1743830-groot-nycke.htm
GROS Mathilde,GROS M,Female,00:00.0,,,France,FRA,Cycling Track,CTR,,,1.75/5'8'',../../../en/results/cycling-track/athlete-profile-n1398947-gros-mathilde.htm
GROSS Felix,GROSS F,Male,00:00.0,,,Germany,GER,Cycling Track,CTR,,,1.84/6'0'',../../../en/results/cycling-track/athlete-profile-n1330480-gross-felix.htm
GROSSE Johannes,GROSSE J,Male,00:00.0,BERLIN,Germany,Germany,GER,Hockey,HOC,COLOGNE,Germany,1.79/5'10'',../../../en/results/hockey/athlete-profile-n1319517-grosse-johannes.htm
GROSSO Julia,GROSSO J,Female,00:00.0,"VANCOUVER, BC",Canada,Canada,CAN,Football,FBL,"AUSTIN, TX",United States of America,1.70/5'6'',../../../en/results/football/athlete-profile-n1469410-grosso-julia.htm
GROSU Eduard-Michael,GROSU EM,Male,00:00.0,ZARNESTI,Romania,Romania,ROU,Cycling Road,CRD,,,1.74/5'8'',../../../en/results/cycling-road/athlete-profile-n1302499-grosu-eduard-michael.htm
GROTH Jonathan,GROTH J,Male,00:00.0,,,Denmark,DEN,Table Tennis,TTE,COPENHAGEN,Denmark,,../../../en/results/table-tennis/athlete-profile-n1366629-groth-jonathan.htm
GROUSSET Maxime,GROUSSET M,Male,00:00.0,NOUMEA,France,France,FRA,Swimming,SWM,PARIS,France,,../../../en/results/swimming/athlete-profile-n1312273-grousset-maxime.htm
GROVDAL Karoline Bjerkeli,GROVDAL KB,Female,00:00.0,ALESUND,Norway,Norway,NOR,Athletics,ATH,,,,../../../en/results/athletics/athlete-profile-n1343568-grovdal-karoline-bjerkeli.htm
GROZDEVA Maria,GROZDEVA M,Female,00:00.0,SOFIA,Bulgaria,Bulgaria,BUL,Shooting,SHO,SOFIA,Bulgaria,1.60/5'2'',../../../en/results/shooting/athlete-profile-n1303788-grozdeva-maria.htm
GRUBE Chris,GRUBE C,Male,00:00.0,CHESTER,Great Britain,Great Britain,GBR,Sailing,SAL,HAMBLE,Great Britain,1.94/6'4'',../../../en/results/sailing/athlete-profile-n1468358-grube-chris.htm
GRUCHALLA-WESIERSKI Kasia,GRUCHALLA-WESIERS.,Female,00:00.0,,Canada,Canada,CAN,Rowing,ROW,,,1.77/5'9'',../../../en/results/rowing/athlete-profile-n1433263-gruchalla-wesierski-kasia.htm
GRUDA Sandrine,GRUDA S,Female,00:00.0,CANNES,France,France,FRA,Basketball,BKB,SCHIO,Italy,1.93/6'3'',../../../en/results/basketball/athlete-profile-n1340269-gruda-sandrine.htm
GRUHNE Hans,GRUHNE H,,,,,,GER,,ROW,,,,../../../en/results/rowing/athlete-profile-n1331569-gruhne-hans.htm
GRUZDEV Dmitriy,GRUZDEV D,Male,00:00.0,NUR-SULTAN,Kazakhstan,Kazakhstan,KAZ,Cycling Road,CRD,TERENKOL,Kazakhstan,,../../../en/results/cycling-road/athlete-profile-n1303677-gruzdev-dmitriy.htm
GRZEGORZEWICZ Patryk,GRZEGORZEWICZ P,Male,00:00.0,RACIBORZ,Poland,Poland,POL,Athletics,ATH,RACIBORZ,Poland,,../../../en/results/athletics/athlete-profile-n1455537-grzegorzewicz-patryk.htm
GU Bingfeng,GU B,Female,00:00.0,,People's Republic of China,People's Republic of China,CHN,Hockey,HOC,,,,../../../en/results/hockey/athlete-profile-n1396164-gu-bingfeng.htm
GU Bongil,GU B,Male,00:00.0,DAEGU,Republic of Korea,Republic of Korea,KOR,Fencing,FEN,SEOUL,Republic of Korea,,../../../en/results/fencing/athlete-profile-n1335691-gu-bongil.htm
GU Hong,GU H,Female,00:00.0,DANDONG,People's Republic of China,People's Republic of China,CHN,Boxing,BOX,,,,../../../en/results/boxing/athlete-profile-n1306086-gu-hong.htm
GU Yaoyao,GU YY,Female,00:00.0,,,People's Republic of China,CHN,Rugby Sevens,RUG,,,1.68/5'6'',../../../en/results/rugby-sevens/athlete-profile-n1306282-gu-yaoyao.htm
GUAN Chenchen,GUAN C,Female,00:00.0,,People's Republic of China,People's Republic of China,CHN,Artistic Gymnastics,GAR,JINGZHOU,People's Republic of China,,../../../en/results/artistic-gymnastics/athlete-profile-n1333572-guan-chenchen.htm
GUAPO Laetitia,GUAPO L,Female,00:00.0,CLERMONT-FERRAND,France,France,FRA,3x3 Basketball,BK3,,,1.83/6'0'',../../../en/results/3x3-basketball/athlete-profile-n1340282-guapo-laetitia.htm
GUARAGNA RIGONAT Francisco,GUARAGNA RIGONAT F,Male,00:00.0,RUFINO,Argentina,Argentina,ARG,Sailing,SAL,JUNIN,Argentina,,../../../en/results/sailing/athlete-profile-n1365257-guaragna-rigonat-francisco.htm
GUARDIOLA VILLAPLANA Gedeon,GUARDIOLA VILLAPL.,Male,00:00.0,PETRER,Spain,Spain,ESP,Handball,HBL,LEMGO,Germany,1.98/6'5'',../../../en/results/handball/athlete-profile-n1314336-guardiola-villaplana-gedeon.htm
GUARIEIRO Giulia,GUARIEIRO G,Female,00:00.0,,,Brazil,BRA,Handball,HBL,,,1.74/5'8'',../../../en/results/handball/athlete-profile-n1335838-guarieiro-giulia.htm
GUAZZINI Vittoria,GUAZZINI V,Female,00:00.0,PONTEDERA,Italy,Italy,ITA,Cycling Track,CTR,PRATO,Italy,,../../../en/results/cycling-track/athlete-profile-n1403734-guazzini-vittoria.htm
GUBA Paulina,GUBA P,Female,00:00.0,,,Poland,POL,Athletics,ATH,,,,../../../en/results/athletics/athlete-profile-n1324451-guba-paulina.htm
GUBAYDULLINA Gulnaz,GUBAYDULLINA G,Female,00:00.0,NOVY URENGOY,Russian Federation,ROC,ROC,Modern Pentathlon,MPN,MOSCOW,Russian Federation,,../../../en/results/modern-pentathlon/athlete-profile-n1429108-gubaydullina-gulnaz.htm
GUDNASON Gudni Valur,GUDNASON GV,Male,00:00.0,,,Iceland,ISL,Athletics,ATH,MOSFELLSBAER,Iceland,,../../../en/results/athletics/athlete-profile-n1458061-gudnason-gudni-valur.htm
GUDZIUS Andrius,GUDZIUS A,Male,00:00.0,KAUNAS,Lithuania,Lithuania,LTU,Athletics,ATH,KAUNAS,Lithuania,,../../../en/results/athletics/athlete-profile-n1292807-gudzius-andrius.htm
GUEI Floria,GUEI F,Female,00:00.0,NANTES,France,France,FRA,Athletics,ATH,MONTPELLIER,France,1.66/5'5'',../../../en/results/athletics/athlete-profile-n1391372-guei-floria.htm
GUEM Abraham,GUEM A,Male,00:00.0,,,South Sudan,SSD,Athletics,ATH,MAEBASHI,Japan,,../../../en/results/athletics/athlete-profile-n1413401-guem-abraham.htm
GUENNICHI Amine,GUENNICHI A,Male,00:00.0,,,Tunisia,TUN,Wrestling,WRE,,,,../../../en/results/wrestling/athlete-profile-n1420795-guennichi-amine.htm
GUERDAT Steve,GUERDAT S,Male,00:00.0,BASSECOURT,Switzerland,Switzerland,SUI,Equestrian,EQU,ZURICH,Switzerland,,../../../en/results/equestrian/athlete-profile-n1465766-guerdat-steve.htm
GUERIN Lina,GUERIN L,Female,00:00.0,PARIS,France,France,FRA,Rugby Sevens,RUG,PARIS,France,1.75/5'8'',../../../en/results/rugby-sevens/athlete-profile-n1400603-guerin-lina.htm
GUERRA Javier,GUERRA J,Male,00:00.0,SEGOVIA,Spain,Spain,ESP,Athletics,ATH,SEGOVIA,Spain,,../../../en/results/athletics/athlete-profile-n1349158-guerra-javier.htm
GUERRA Leydi,GUERRA L,Female,00:00.0,JUNIN,Peru,Peru,PER,Athletics,ATH,HUANCAYO,Peru,,../../../en/results/athletics/athlete-profile-n1380738-guerra-leydi.htm
GUERRERO Carla,GUERRERO C,Female,00:00.0,,,Chile,CHI,Football,FBL,,,1.67/5'5'',../../../en/results/football/athlete-profile-n1332459-guerrero-carla.htm
GUERRERO Esther,GUERRERO E,Female,00:00.0,BANYOLES,Spain,Spain,ESP,Athletics,ATH,BANYOLES,Spain,,../../../en/results/athletics/athlete-profile-n1349160-guerrero-esther.htm
GUERRERO Ilse,GUERRERO I,Female,00:00.0,,,Mexico,MEX,Athletics,ATH,ZACATECAS,Mexico,,../../../en/results/athletics/athlete-profile-n1308301-guerrero-ilse.htm
GUERY Jerome,GUERY J,Male,00:00.0,,,Belgium,BEL,Equestrian,EQU,SART-DAMES-AVELINES,Belgium,,../../../en/results/equestrian/athlete-profile-n1401970-guery-jerome.htm
GUEVARA Asa,GUEVARA A,Male,00:00.0,PORT OF SPAIN,Trinidad and Tobago,Trinidad and Tobago,TTO,Athletics,ATH,"ORLANDO, FL",United States of America,,../../../en/results/athletics/athlete-profile-n1469534-guevara-asa.htm
GUEZGUEZ Eya,GUEZGUEZ E,Female,00:00.0,,,Tunisia,TUN,Sailing,SAL,,,,../../../en/results/sailing/athlete-profile-n1429031-guezguez-eya.htm
GUEZGUEZ Sarra,GUEZGUEZ S,Female,00:00.0,,,Tunisia,TUN,Sailing,SAL,,,,../../../en/results/sailing/athlete-profile-n1429028-guezguez-sarra.htm
GUGLIA Annie,GUGLIA A,Female,00:00.0,"MONTREAL, QC",Canada,Canada,CAN,Skateboarding,SKB,"MONTREAL, QC",Canada,1.67/5'5'',../../../en/results/skateboarding/athlete-profile-n1437227-guglia-annie.htm
GUIAGON Parfait,GUIAGON P,Male,00:00.0,,,Côte d'Ivoire,CIV,Football,FBL,,,1.65/5'4'',../../../en/results/football/athlete-profile-n1484556-guiagon-parfait.htm
GUIALO Isabel,GUIALO I,Female,00:00.0,,Angola,Angola,ANG,Handball,HBL,,,1.70/5'6'',../../../en/results/handball/athlete-profile-n1444152-guialo-isabel.htm
GUICA Ecaterina,GUICA E,Female,00:00.0,BUCHAREST,Romania,Canada,CAN,Judo,JUD,,,,../../../en/results/judo/athlete-profile-n1433436-guica-ecaterina.htm
GUIDO Guilherme,GUIDO G,Male,00:00.0,LIMEIRA,Brazil,Brazil,BRA,Swimming,SWM,SAO PAULO,Brazil,,../../../en/results/swimming/athlete-profile-n1328986-guido-guilherme.htm
GUIGOU Michael,GUIGOU M,Male,00:00.0,APT,France,France,FRA,Handball,HBL,,,1.80/5'10'',../../../en/results/handball/athlete-profile-n1350422-guigou-michael.htm
GUIMARAES Bruno,GUIMARAES B,Male,00:00.0,RIO DE JANEIRO,Brazil,Brazil,BRA,Football,FBL,LYON,France,1.82/5'11'',../../../en/results/football/athlete-profile-n1351478-guimaraes-bruno.htm
