medal_type,medal_code,medal_date,athlete_short_name,athlete_name,athlete_sex,athlete_link,country_code,event,country,sport
Bronze,3,,AMINE MN,AMINE Myles Nazem,M,../../../en/results/wrestling/athlete-profile-n1291735-amine-myles-nazem.htm,SMR,Men's Freestyle 86kg,San Marino,Wrestling
Bronze,3,,NAIFONOV A,NAIFONOV Artur,M,../../../en/results/wrestling/athlete-profile-n1436301-naifonov-artur.htm,ROC,Men's Freestyle 86kg,ROC,Wrestling
Gold,1,,KAWAI R,KAWAI Risako,W,../../../en/results/wrestling/athlete-profile-n1316579-kawai-risako.htm,JPN,Women's Freestyle 57kg,Japan,Wrestling
Silver,2,,KURACHKINA I,KURACHKINA Iryna,W,../../../en/results/wrestling/athlete-profile-n1291562-kurachkina-iryna.htm,BLR,Women's Freestyle 57kg,Belarus,Wrestling
Bronze,3,,NIKOLOVA EG,NIKOLOVA Evelina Georgieva,W,../../../en/results/wrestling/athlete-profile-n1319859-nikolova-evelina-georgieva.htm,BUL,Women's Freestyle 57kg,Bulgaria,Wrestling
Bronze,3,,MAROULIS HL,MAROULIS Helen Louise,W,../../../en/results/wrestling/athlete-profile-n1347857-maroulis-helen-louise.htm,USA,Women's Freestyle 57kg,United States of America,Wrestling
Gold,1,,JACOBS LM,JACOBS Lamont Marcell,M,../../../en/results/athletics/athlete-profile-n1297263-jacobs-lamont-marcell.htm,ITA,Men's 4 x 100m Relay,Italy,Athletics
Gold,1,,TORTU F,TORTU Filippo,M,../../../en/results/athletics/athlete-profile-n1295018-tortu-filippo.htm,ITA,Men's 4 x 100m Relay,Italy,Athletics
Gold,1,,DESALU EF,DESALU Eseosa Fostine,M,../../../en/results/athletics/athlete-profile-n1295013-desalu-eseosa-fostine.htm,ITA,Men's 4 x 100m Relay,Italy,Athletics
Gold,1,,PATTA L,PATTA Lorenzo,M,../../../en/results/athletics/athlete-profile-n1313293-patta-lorenzo.htm,ITA,Men's 4 x 100m Relay,Italy,Athletics
Silver,2,,MITCHELL-BLAKE N,MITCHELL-BLAKE Nethaneel,M,../../../en/results/athletics/athlete-profile-n1477798-mitchell-blake-nethaneel.htm,GBR,Men's 4 x 100m Relay,Great Britain,Athletics
Silver,2,,KILTY R,KILTY Richard,M,../../../en/results/athletics/athlete-profile-n1477759-kilty-richard.htm,GBR,Men's 4 x 100m Relay,Great Britain,Athletics
Silver,2,,UJAH C,UJAH Chijindu,M,../../../en/results/athletics/athlete-profile-n1477849-ujah-chijindu.htm,GBR,Men's 4 x 100m Relay,Great Britain,Athletics
Silver,2,,HUGHES Z,HUGHES Zharnel,M,../../../en/results/athletics/athlete-profile-n1477747-hughes-zharnel.htm,GBR,Men's 4 x 100m Relay,Great Britain,Athletics
Bronze,3,,RODNEY B,RODNEY Brendon,M,../../../en/results/athletics/athlete-profile-n1432631-rodney-brendon.htm,CAN,Men's 4 x 100m Relay,Canada,Athletics
Bronze,3,,de GRASSE A,de GRASSE Andre,M,../../../en/results/athletics/athlete-profile-n1432433-de-grasse-andre.htm,CAN,Men's 4 x 100m Relay,Canada,Athletics
Bronze,3,,BLAKE J,BLAKE Jerome,M,../../../en/results/athletics/athlete-profile-n1432399-blake-jerome.htm,CAN,Men's 4 x 100m Relay,Canada,Athletics
Bronze,3,,BROWN A,BROWN Aaron,M,../../../en/results/athletics/athlete-profile-n1432411-brown-aaron.htm,CAN,Men's 4 x 100m Relay,Canada,Athletics
Gold,1,,CHEPTEGEI J,CHEPTEGEI Joshua,M,../../../en/results/athletics/athlete-profile-n1450695-cheptegei-joshua.htm,UGA,Men's 5000m,Uganda,Athletics
Silver,2,,AHMED M,AHMED Mohammed,M,../../../en/results/athletics/athlete-profile-n1432365-ahmed-mohammed.htm,CAN,Men's 5000m,Canada,Athletics
Bronze,3,,CHELIMO P,CHELIMO Paul,M,../../../en/results/athletics/athlete-profile-n1458765-chelimo-paul.htm,USA,Men's 5000m,United States of America,Athletics
Gold,1,,TOMALA D,TOMALA Dawid,M,../../../en/results/athletics/athlete-profile-n1324487-tomala-dawid.htm,POL,Men's 50km Race Walk,Poland,Athletics
Silver,2,,HILBERT J,HILBERT Jonathan,M,../../../en/results/athletics/athlete-profile-n1347087-hilbert-jonathan.htm,GER,Men's 50km Race Walk,Germany,Athletics
Bronze,3,,DUNFEE E,DUNFEE Evan,M,../../../en/results/athletics/athlete-profile-n1432445-dunfee-evan.htm,CAN,Men's 50km Race Walk,Canada,Athletics
Gold,1,,KIPYEGON F,KIPYEGON Faith,W,../../../en/results/athletics/athlete-profile-n1402345-kipyegon-faith.htm,KEN,Women's 1500m,Kenya,Athletics
Silver,2,,MUIR L,MUIR Laura,W,../../../en/results/athletics/athlete-profile-n1477800-muir-laura.htm,GBR,Women's 1500m,Great Britain,Athletics
Bronze,3,,HASSAN S,HASSAN Sifan,W,../../../en/results/athletics/athlete-profile-n1476183-hassan-sifan.htm,NED,Women's 1500m,Netherlands,Athletics
Gold,1,,PALMISANO A,PALMISANO Antonella,W,../../../en/results/athletics/athlete-profile-n1305653-palmisano-antonella.htm,ITA,Women's 20km Race Walk,Italy,Athletics
Silver,2,,ARENAS SL,ARENAS Sandra Lorena,W,../../../en/results/athletics/athlete-profile-n1410821-arenas-sandra-lorena.htm,COL,Women's 20km Race Walk,Colombia,Athletics
Bronze,3,,LIU H,LIU Hong,W,../../../en/results/athletics/athlete-profile-n1305027-liu-hong.htm,CHN,Women's 20km Race Walk,People's Republic of China,Athletics
Gold,1,,MORRISON N,MORRISON Natasha,W,../../../en/results/athletics/athlete-profile-n1412283-morrison-natasha.htm,JAM,Women's 4 x 100m Relay,Jamaica,Athletics
Gold,1,,BURCHELL R,BURCHELL Remona,W,../../../en/results/athletics/athlete-profile-n1412262-burchell-remona.htm,JAM,Women's 4 x 100m Relay,Jamaica,Athletics
Gold,1,,THOMPSON-HERAH E,THOMPSON-HERAH Elaine,W,../../../en/results/athletics/athlete-profile-n1412290-thompson-herah-elaine.htm,JAM,Women's 4 x 100m Relay,Jamaica,Athletics
Gold,1,,WILLIAMS B,WILLIAMS Briana,W,../../../en/results/athletics/athlete-profile-n1438027-williams-briana.htm,JAM,Women's 4 x 100m Relay,Jamaica,Athletics
Gold,1,,JACKSON S,JACKSON Shericka,W,../../../en/results/athletics/athlete-profile-n1437545-jackson-shericka.htm,JAM,Women's 4 x 100m Relay,Jamaica,Athletics
Gold,1,,FRASER-PRYCE SA,FRASER-PRYCE Shelly-Ann,W,../../../en/results/athletics/athlete-profile-n1437353-fraser-pryce-shelly-ann.htm,JAM,Women's 4 x 100m Relay,Jamaica,Athletics
Silver,2,,DANIELS T,DANIELS Teahna,W,../../../en/results/athletics/athlete-profile-n1459039-daniels-teahna.htm,USA,Women's 4 x 100m Relay,United States of America,Athletics
Silver,2,,THOMAS G,THOMAS Gabrielle,W,../../../en/results/athletics/athlete-profile-n1457974-thomas-gabrielle.htm,USA,Women's 4 x 100m Relay,United States of America,Athletics
Silver,2,,GARDNER E,GARDNER English,W,../../../en/results/athletics/athlete-profile-n1453323-gardner-english.htm,USA,Women's 4 x 100m Relay,United States of America,Athletics
Silver,2,,OLIVER J,OLIVER Javianne,W,../../../en/results/athletics/athlete-profile-n1458148-oliver-javianne.htm,USA,Women's 4 x 100m Relay,United States of America,Athletics
Silver,2,,PRANDINI J,PRANDINI Jenna,W,../../../en/results/athletics/athlete-profile-n1458158-prandini-jenna.htm,USA,Women's 4 x 100m Relay,United States of America,Athletics
Silver,2,,HOBBS A,HOBBS Aleia,W,../../../en/results/athletics/athlete-profile-n1363188-hobbs-aleia.htm,USA,Women's 4 x 100m Relay,United States of America,Athletics
Bronze,3,,LANSIQUOT I,LANSIQUOT Imani,W,../../../en/results/athletics/athlete-profile-n1477766-lansiquot-imani.htm,GBR,Women's 4 x 100m Relay,Great Britain,Athletics
Bronze,3,,NEITA D,NEITA Daryll,W,../../../en/results/athletics/athlete-profile-n1477805-neita-daryll.htm,GBR,Women's 4 x 100m Relay,Great Britain,Athletics
Bronze,3,,PHILIP A,PHILIP Asha,W,../../../en/results/athletics/athlete-profile-n1477821-philip-asha.htm,GBR,Women's 4 x 100m Relay,Great Britain,Athletics
Bronze,3,,ASHER-SMITH D,ASHER-SMITH Dina,W,../../../en/results/athletics/athlete-profile-n1477683-asher-smith-dina.htm,GBR,Women's 4 x 100m Relay,Great Britain,Athletics
Gold,1,,MILLER-UIBO S,MILLER-UIBO Shaunae,W,../../../en/results/athletics/athlete-profile-n1296116-miller-uibo-shaunae.htm,BAH,Women's 400m,Bahamas,Athletics
Silver,2,,PAULINO M,PAULINO Marileidy,W,../../../en/results/athletics/athlete-profile-n1388966-paulino-marileidy.htm,DOM,Women's 400m,Dominican Republic,Athletics
Bronze,3,,FELIX A,FELIX Allyson,W,../../../en/results/athletics/athlete-profile-n1363172-felix-allyson.htm,USA,Women's 400m,United States of America,Athletics
Gold,1,,LIU S,LIU Shiying,W,../../../en/results/athletics/athlete-profile-n1304505-liu-shiying.htm,CHN,Women's Javelin Throw,People's Republic of China,Athletics
Silver,2,,ANDREJCZYK M,ANDREJCZYK Maria,W,../../../en/results/athletics/athlete-profile-n1324437-andrejczyk-maria.htm,POL,Women's Javelin Throw,Poland,Athletics
Bronze,3,,BARBER KL,BARBER Kelsey-Lee,W,../../../en/results/athletics/athlete-profile-n1481498-barber-kelsey-lee.htm,AUS,Women's Javelin Throw,,Athletics
Gold,1,,KLINEMAN A,KLINEMAN Alix,W,../../../en/results/beach-volleyball/athlete-profile-n1331864-klineman-alix.htm,USA,Women,United States of America,Beach Volleyball
Gold,1,,ROSS A,ROSS April,W,../../../en/results/beach-volleyball/athlete-profile-n1331868-ross-april.htm,USA,Women,United States of America,Beach Volleyball
Silver,2,,CLANCY T,CLANCY Taliqua,W,../../../en/results/beach-volleyball/athlete-profile-n1329284-clancy-taliqua.htm,AUS,Women,,Beach Volleyball
Silver,2,,ARTACHO del SOLAR,ARTACHO del SOLAR Mariafe,W,../../../en/results/beach-volleyball/athlete-profile-n1329285-artacho-del-solar-mariafe.htm,AUS,Women,,Beach Volleyball
Bronze,3,,HEIDRICH J,HEIDRICH Joana,W,../../../en/results/beach-volleyball/athlete-profile-n1465772-heidrich-joana.htm,SUI,Women,Switzerland,Beach Volleyball
Bronze,3,,VERGE-DEPRE A,VERGE-DEPRE Anouk,W,../../../en/results/beach-volleyball/athlete-profile-n1466407-verge-depre-anouk.htm,SUI,Women,Switzerland,Beach Volleyball
Gold,1,,la CRUZ J,la CRUZ Julio,M,../../../en/results/boxing/athlete-profile-n1306625-la-cruz-julio.htm,CUB,Men's Heavy (81-91kg),Cuba,Boxing
Silver,2,,GADZHIMAGOMEDOV M,GADZHIMAGOMEDOV Muslim,M,../../../en/results/boxing/athlete-profile-n1425897-gadzhimagomedov-muslim.htm,ROC,Men's Heavy (81-91kg),ROC,Boxing
Bronze,3,,GARSIDE H,GARSIDE Harry,M,../../../en/results/boxing/athlete-profile-n1469862-garside-harry.htm,AUS,Men's Light (57-63kg),,Boxing
Bronze,3,,BACHKOV H,BACHKOV Hovhannes,M,../../../en/results/boxing/athlete-profile-n1286144-bachkov-hovhannes.htm,ARM,Men's Light (57-63kg),Armenia,Boxing
Bronze,3,,FONTIJN N,FONTIJN Nouchka,W,../../../en/results/boxing/athlete-profile-n1455584-fontijn-nouchka.htm,NED,Women's Middle (69-75kg),Netherlands,Boxing
Bronze,3,,MAGOMEDALIEVA Z,MAGOMEDALIEVA Zenfira,W,../../../en/results/boxing/athlete-profile-n1425914-magomedalieva-zenfira.htm,ROC,Women's Middle (69-75kg),ROC,Boxing
Gold,1,,LAVREYSEN H,LAVREYSEN Harrie,M,../../../en/results/cycling-track/athlete-profile-n1467933-lavreysen-harrie.htm,NED,Men's Sprint,Netherlands,Cycling Track
Silver,2,,HOOGLAND J,HOOGLAND Jeffrey,M,../../../en/results/cycling-track/athlete-profile-n1467923-hoogland-jeffrey.htm,NED,Men's Sprint,Netherlands,Cycling Track
Bronze,3,,CARLIN J,CARLIN Jack,M,../../../en/results/cycling-track/athlete-profile-n1474934-carlin-jack.htm,GBR,Men's Sprint,Great Britain,Cycling Track
Gold,1,,ARCHIBALD K,ARCHIBALD Katie,W,../../../en/results/cycling-track/athlete-profile-n1474926-archibald-katie.htm,GBR,Women's Madison,Great Britain,Cycling Track
Gold,1,,KENNY L,KENNY Laura,W,../../../en/results/cycling-track/athlete-profile-n1474958-kenny-laura.htm,GBR,Women's Madison,Great Britain,Cycling Track
Silver,2,,DIDERIKSEN A,DIDERIKSEN Amalie,W,../../../en/results/cycling-track/athlete-profile-n1366660-dideriksen-amalie.htm,DEN,Women's Madison,,Cycling Track
Silver,2,,LETH J,LETH Julie,W,../../../en/results/cycling-track/athlete-profile-n1366661-leth-julie.htm,DEN,Women's Madison,,Cycling Track
Bronze,3,,NOVOLODSKAIA M,NOVOLODSKAIA Mariia,W,../../../en/results/cycling-track/athlete-profile-n1436572-novolodskaia-mariia.htm,ROC,Women's Madison,ROC,Cycling Track
Bronze,3,,KHATUNTSEVA G,KHATUNTSEVA Gulnaz,W,../../../en/results/cycling-track/athlete-profile-n1436592-khatuntseva-gulnaz.htm,ROC,Women's Madison,ROC,Cycling Track
Gold,1,,BECKIE J,BECKIE Janine,W,../../../en/results/football/athlete-profile-n1469399-beckie-janine.htm,CAN,Women,Canada,Football
Gold,1,,BUCHANAN K,BUCHANAN Kadeisha,W,../../../en/results/football/athlete-profile-n1469400-buchanan-kadeisha.htm,CAN,Women,Canada,Football
Gold,1,,CARLE G,CARLE Gabrielle,W,../../../en/results/football/athlete-profile-n1469401-carle-gabrielle.htm,CAN,Women,Canada,Football
Gold,1,,CHAPMAN A,CHAPMAN Allysha,W,../../../en/results/football/athlete-profile-n1469403-chapman-allysha.htm,CAN,Women,Canada,Football
Gold,1,,FLEMING J,FLEMING Jessie,W,../../../en/results/football/athlete-profile-n1469406-fleming-jessie.htm,CAN,Women,Canada,Football
Gold,1,,GILLES V,GILLES Vanessa,W,../../../en/results/football/athlete-profile-n1469409-gilles-vanessa.htm,CAN,Women,Canada,Football
Gold,1,,GROSSO J,GROSSO Julia,W,../../../en/results/football/athlete-profile-n1469410-grosso-julia.htm,CAN,Women,Canada,Football
Gold,1,,HUITEMA J,HUITEMA Jordyn,W,../../../en/results/football/athlete-profile-n1469412-huitema-jordyn.htm,CAN,Women,Canada,Football
Gold,1,,LABBE S,LABBE Stephanie,W,../../../en/results/football/athlete-profile-n1469416-labbe-stephanie.htm,CAN,Women,Canada,Football
Gold,1,,LAWRENCE A,LAWRENCE Ashley,W,../../../en/results/football/athlete-profile-n1469418-lawrence-ashley.htm,CAN,Women,Canada,Football
Gold,1,,LEON A,LEON Adriana,W,../../../en/results/football/athlete-profile-n1469419-leon-adriana.htm,CAN,Women,Canada,Football
Gold,1,,McLEOD E,McLEOD Erin,W,../../../en/results/football/athlete-profile-n1469423-mcleod-erin.htm,CAN,Women,Canada,Football
Gold,1,,PRINCE N,PRINCE Nichelle,W,../../../en/results/football/athlete-profile-n1469425-prince-nichelle.htm,CAN,Women,Canada,Football
Gold,1,,QUINN,QUINN,W,../../../en/results/football/athlete-profile-n1469426-quinn.htm,CAN,Women,Canada,Football
Gold,1,,RIVIERE J,RIVIERE Jayde,W,../../../en/results/football/athlete-profile-n1469428-riviere-jayde.htm,CAN,Women,Canada,Football
Gold,1,,ROSE D,ROSE Deanne,W,../../../en/results/football/athlete-profile-n1469429-rose-deanne.htm,CAN,Women,Canada,Football
Gold,1,,SCHMIDT S,SCHMIDT Sophie,W,../../../en/results/football/athlete-profile-n1469431-schmidt-sophie.htm,CAN,Women,Canada,Football
Gold,1,,SCOTT D,SCOTT Desiree,W,../../../en/results/football/athlete-profile-n1469432-scott-desiree.htm,CAN,Women,Canada,Football
Gold,1,,SHERIDAN K,SHERIDAN Kailen,W,../../../en/results/football/athlete-profile-n1469433-sheridan-kailen.htm,CAN,Women,Canada,Football
Gold,1,,SINCLAIR C,SINCLAIR Christine,W,../../../en/results/football/athlete-profile-n1469434-sinclair-christine.htm,CAN,Women,Canada,Football
Gold,1,,VIENS E,VIENS Evelyne,W,../../../en/results/football/athlete-profile-n1469438-viens-evelyne.htm,CAN,Women,Canada,Football
Gold,1,,ZADORSKY S,ZADORSKY Shelina,W,../../../en/results/football/athlete-profile-n1469440-zadorsky-shelina.htm,CAN,Women,Canada,Football
Silver,2,,ILESTEDT A,ILESTEDT Amanda,W,../../../en/results/football/athlete-profile-n1449654-ilestedt-amanda.htm,SWE,Women,Sweden,Football
Silver,2,,ANVEGARD A,ANVEGARD Anna,W,../../../en/results/football/athlete-profile-n1449656-anvegard-anna.htm,SWE,Women,Sweden,Football
Silver,2,,SEGER C,SEGER Caroline,W,../../../en/results/football/athlete-profile-n1449660-seger-caroline.htm,SWE,Women,Sweden,Football
Silver,2,,KULLBERG E,KULLBERG Emma,W,../../../en/results/football/athlete-profile-n1449669-kullberg-emma.htm,SWE,Women,Sweden,Football
Silver,2,,ANGELDAL F,ANGELDAL Filippa,W,../../../en/results/football/athlete-profile-n1449676-angeldal-filippa.htm,SWE,Women,Sweden,Football
Silver,2,,ROLFO F,ROLFO Fridolina,W,../../../en/results/football/athlete-profile-n1449678-rolfo-fridolina.htm,SWE,Women,Sweden,Football
Silver,2,,BENNISON H,BENNISON Hanna,W,../../../en/results/football/athlete-profile-n1449679-bennison-hanna.htm,SWE,Women,Sweden,Football
Silver,2,,GLAS H,GLAS Hanna,W,../../../en/results/football/athlete-profile-n1449681-glas-hanna.htm,SWE,Women,Sweden,Football
Silver,2,,LINDAHL H,LINDAHL Hedvig,W,../../../en/results/football/athlete-profile-n1449683-lindahl-hedvig.htm,SWE,Women,Sweden,Football
Silver,2,,FALK J,FALK Jennifer,W,../../../en/results/football/athlete-profile-n1449684-falk-jennifer.htm,SWE,Women,Sweden,Football
Silver,2,,ANDERSSON J,ANDERSSON Jonna,W,../../../en/results/football/athlete-profile-n1449687-andersson-jonna.htm,SWE,Women,Sweden,Football
Silver,2,,RODDAR J,RODDAR Julia,W,../../../en/results/football/athlete-profile-n1449691-roddar-julia.htm,SWE,Women,Sweden,Football
Silver,2,,ASLLANI K,ASLLANI Kosovare,W,../../../en/results/football/athlete-profile-n1449695-asllani-kosovare.htm,SWE,Women,Sweden,Football
Silver,2,,HURTIG L,HURTIG Lina,W,../../../en/results/football/athlete-profile-n1449696-hurtig-lina.htm,SWE,Women,Sweden,Football
Silver,2,,JANOGY M,JANOGY Madelen,W,../../../en/results/football/athlete-profile-n1449700-janogy-madelen.htm,SWE,Women,Sweden,Football
Silver,2,,ERIKSSON M,ERIKSSON Magdalena,W,../../../en/results/football/athlete-profile-n1449701-eriksson-magdalena.htm,SWE,Women,Sweden,Football
Silver,2,,BJORN N,BJORN Nathalie,W,../../../en/results/football/athlete-profile-n1449708-bjorn-nathalie.htm,SWE,Women,Sweden,Football
Silver,2,,SCHOUGH O,SCHOUGH Olivia,W,../../../en/results/football/athlete-profile-n1449712-schough-olivia.htm,SWE,Women,Sweden,Football
Silver,2,,BLOMQVIST R,BLOMQVIST Rebecka,W,../../../en/results/football/athlete-profile-n1449714-blomqvist-rebecka.htm,SWE,Women,Sweden,Football
Silver,2,,JAKOBSSON S,JAKOBSSON Sofia,W,../../../en/results/football/athlete-profile-n1449719-jakobsson-sofia.htm,SWE,Women,Sweden,Football
Silver,2,,BLACKSTENIUS S,BLACKSTENIUS Stina,W,../../../en/results/football/athlete-profile-n1449720-blackstenius-stina.htm,SWE,Women,Sweden,Football
Silver,2,,MUSOVIC Z,MUSOVIC Zecira,W,../../../en/results/football/athlete-profile-n1449722-musovic-zecira.htm,SWE,Women,Sweden,Football
Bronze,3,,MORGAN A,MORGAN Alex,W,../../../en/results/football/athlete-profile-n1332164-morgan-alex.htm,USA,Women,United States of America,Football
Bronze,3,,DAHLKEMPER A,DAHLKEMPER Abby,W,../../../en/results/football/athlete-profile-n1332166-dahlkemper-abby.htm,USA,Women,United States of America,Football
Bronze,3,,FRANCH A,FRANCH Adrianna,W,../../../en/results/football/athlete-profile-n1332167-franch-adrianna.htm,USA,Women,United States of America,Football
Bronze,3,,NAEHER A,NAEHER Alyssa,W,../../../en/results/football/athlete-profile-n1332174-naeher-alyssa.htm,USA,Women,United States of America,Football
Bronze,3,,CAMPBELL J,CAMPBELL Jane,W,../../../en/results/football/athlete-profile-n1332184-campbell-jane.htm,USA,Women,United States of America,Football
Bronze,3,,LLOYD C,LLOYD Carli,W,../../../en/results/football/athlete-profile-n1332186-lloyd-carli.htm,USA,Women,United States of America,Football
Bronze,3,,MACARIO C,MACARIO Catarina,W,../../../en/results/football/athlete-profile-n1332187-macario-catarina.htm,USA,Women,United States of America,Football
Bronze,3,,PRESS C,PRESS Christen,W,../../../en/results/football/athlete-profile-n1332191-press-christen.htm,USA,Women,United States of America,Football
Bronze,3,,KRUEGER C,KRUEGER Casey,W,../../../en/results/football/athlete-profile-n1332192-krueger-casey.htm,USA,Women,United States of America,Football
Bronze,3,,DUNN C,DUNN Crystal,W,../../../en/results/football/athlete-profile-n1332193-dunn-crystal.htm,USA,Women,United States of America,Football
Bronze,3,,SONNETT E,SONNETT Emily,W,../../../en/results/football/athlete-profile-n1332201-sonnett-emily.htm,USA,Women,United States of America,Football
Bronze,3,,ERTZ J,ERTZ Julie,W,../../../en/results/football/athlete-profile-n1332209-ertz-julie.htm,USA,Women,United States of America,Football
Bronze,3,,MEWIS K,MEWIS Kristie,W,../../../en/results/football/athlete-profile-n1332215-mewis-kristie.htm,USA,Women,United States of America,Football
Bronze,3,,O'HARA K,O'HARA Kelley,W,../../../en/results/football/athlete-profile-n1332216-o-hara-kelley.htm,USA,Women,United States of America,Football
Bronze,3,,HORAN L,HORAN Lindsey,W,../../../en/results/football/athlete-profile-n1332219-horan-lindsey.htm,USA,Women,United States of America,Football
Bronze,3,,WILLIAMS L,WILLIAMS Lynn,W,../../../en/results/football/athlete-profile-n1332221-williams-lynn.htm,USA,Women,United States of America,Football
Bronze,3,,RAPINOE M,RAPINOE Megan,W,../../../en/results/football/athlete-profile-n1332224-rapinoe-megan.htm,USA,Women,United States of America,Football
Bronze,3,,LAVELLE R,LAVELLE Rose,W,../../../en/results/football/athlete-profile-n1332233-lavelle-rose.htm,USA,Women,United States of America,Football
Bronze,3,,SAUERBRUNN B,SAUERBRUNN Becky,W,../../../en/results/football/athlete-profile-n1332235-sauerbrunn-becky.htm,USA,Women,United States of America,Football
Bronze,3,,MEWIS S,MEWIS Samantha,W,../../../en/results/football/athlete-profile-n1332238-mewis-samantha.htm,USA,Women,United States of America,Football
Bronze,3,,DAVIDSON T,DAVIDSON Tierna,W,../../../en/results/football/athlete-profile-n1332242-davidson-tierna.htm,USA,Women,United States of America,Football
Bronze,3,,HEATH T,HEATH Tobin,W,../../../en/results/football/athlete-profile-n1332243-heath-tobin.htm,USA,Women,United States of America,Football
Gold,1,,MATLA F,MATLA Frederique,W,../../../en/results/hockey/athlete-profile-n1467273-matla-frederique.htm,NED,Women,Netherlands,Hockey
